src,tgt
"Their fourth match was the semi-final against France, whom they defeated (100), with Chand scoring 4 goals.","তেওঁলোকৰ চতুৰ্থ খেলখন ফ্ৰান্সৰ বিৰুদ্ধে ছেমি ফাইনেল আছিল, যাক তেওঁলোকে চান্দৰ ৪টা গ’লৰ সৈতে পৰাস্ত কৰিছিল (১০০)।"
"On 5 August, India won its first match against Hungary 4-0.",৫ আগষ্টত হাংগেৰীৰ বিৰুদ্ধে ভাৰতে প্ৰথমখন খেলত ৪-০ত  জয়লাভ কৰিছিল।
"Of these 48 matches, Chand played 23 and scored a total of 201 goals.",এই ৪৮খন খেলৰ ভিতৰত চান্দে ২৩খন খেল খেলিছিল আৰু মুঠ ২০১টা গ’ল কৰিছিল।
"India won every match, scoring 584 goals and conceding only 40.","ভাৰতে প্ৰতিখন খেলতে জয়লাভ কৰিছিল, তেওঁলোকে ৫৮৪টা গ'ল কৰিছিল আৰু মাত্র ৪০টা গ'ল স্বীকাৰ কৰিছিল।"
Customs were pressing hard and our goal was at their mercy.,কাষ্টমছে যথেষ্ট চাপ প্রয়োগ কৰি আছিল আৰু আমাৰ গ'ল তেওঁলোকৰ দয়াৰ ওপৰত নির্ভৰ আছিল।
"In India, he is often referred to as Hockey ka Jaadugar which translates to ""Magician of the game of Hockey"".","ভাৰতত তেওঁক প্ৰায়েই হকী কা জাদুগাৰ বুলি কোৱা হয় যাৰ অনুবাদ হ'ল ""হকী খেলৰ যাদুকৰ""।"
"After setting sail from New York, the team arrived in England.",নিউয়র্কৰ পৰা জাহাজেৰে যাত্রা আৰম্ভ কৰাৰ পিছত দলটোৱে ইংলেণ্ডত উপস্থিত হৈছিল।
"In fact, Chand along with his brother Roop scored 25 out of the 35 goals scored by India.","দৰাচলতে, চান্দে তেওঁৰ ভাতৃ ৰূপৰ সৈতে ভাৰতে কৰা ৩৫টা গ'লৰ ভিতৰত ২৫টা গ'ল কৰিছিল।"
"Chand scored 8 times, Roop Singh 10, Gurmit Singh 5, and Pinniger once.","চান্দে ৮বাৰ, ৰূপ সিঙে ১০, গুৰমিত সিঙে ৫, আৰু পিনিগাৰে এবাৰ স্ক’ৰ কৰে।"
"In the final, on 11 August, India played against the host USA.",১১ আগষ্টৰ ফাইনেলত ভাৰতে আয়োজক আমেৰিকাৰ বিৰুদ্ধে খেলিছিল।
"The final match took place on 26 May, with India facing the home team of the Netherlands.","চূড়ান্ত খেলখন ২৬ মে'ত অনুষ্ঠিত হৈছিল, য'ত ভাৰতে নেদাৰলেণ্ডৰ ঘৰুৱা দলৰ সৈতে মুখামুখি হয়।"
"In combination with Marthins, he took the ball away to the right and Marthins did well to give him a good pass.","মাৰ্থিন্সৰ সৈতে লগ লাগি, তেওঁ বলটো সোঁফালে লৈ যায় আৰু মাৰ্থিন্সে তেওঁক অতি সুন্দৰকৈ এটা ভাল পাছ দিয়ে।"
"In its first game in the tournament, Dhyan Chand as the centre-forward, and Marthins, their inside-right, performed very well together.","প্ৰতিযোগিতাখনৰ প্ৰথমখন খেলত, চেণ্টাৰ-ফৰৱাৰ্ড হিচাপে ধ্যান চান্দ, আৰু ইনচাইদ-ৰাইট হিচাপে মাৰ্থিন্সে একেলগে যথেষ্ট ভাল প্ৰদৰ্শন কৰিছিল।"
"Following this, in the two Test matches against the New Zealand squad, the team won the first and narrowly lost the second.","ইয়াৰ পিছতে, নিউজিলেণ্ডৰ দলটোৰ বিৰুদ্ধে খেলা দুখন টেষ্ট মেচত, দলটোৱে প্ৰথমখন খেলত জয়লাভ কৰে আৰু দ্বিতীয়খনত কথমপি পৰাস্ত হয়।"
With this Persian Safavid aid Humayun took Kandahar from Askari Mirza after a two-week siege.,"এই পার্চীয়ান ছাফাভিড সাহায্যৰ সৈতে, হুমায়ুনে দুসপ্তাহৰ অৱৰোধৰ পিছত, আস্কাৰী মিৰ্জাৰ পৰা কান্দাহাৰ দখল কৰিছিল।"
"Instead he staged a celebration, with 300 tents, an imperial Persian carpet, 12 musical bands and ""meat of all kinds"".","তাৰ পৰিৱৰ্তে, তেওঁ ৩০০টা তম্বু, এখন ৰাজকীয় পাৰ্চীয়ান কাৰ্পেট, ১২টা সংগীতৰ দল আৰু ""সকলো ধৰণৰ মাংস""ৰ সৈতে এক উদযাপনৰ আয়োজন কৰিছিল।"
"Although the Mughals initially disagreed to their conversion they knew that with this outward acceptance of Shi'ism, Tahmasp was eventually prepared to offer Humayun more substantial support.","যদিও মোগলসকলে প্ৰথম অৱস্থাত তেওঁলোকৰ ধৰ্মান্তৰণৰ ক্ষেত্ৰত বিৰোধিতা কৰিছিল, তেওঁলোকে জানিছিল যে ছিয়া ধৰ্মৰ এই বাহ্যিক গ্ৰহণযোগ্যতাৰ লগে লগে তহমাস্পে অৱশেষত হুমায়ুনক অধিক গম্ভীৰভাৱে সমর্থন আগবঢ়াবলৈ সাজু হৈছিল।"
"When Humayun received word of the approaching hostile army he decided against facing them, and instead sought refuge elsewhere.","যেতিয়া হুমায়ুনে ওচৰ চাপি অহা শত্ৰু সেনাবাহিনীৰ খবৰ পাইছিল, তেতিয়া তেওঁ তেওঁলোকৰ সন্মুখীন নহ'বলৈ সিদ্ধান্ত লৈছিল আৰু ইয়াৰ বিপৰীতে অন্য ঠাইত আশ্ৰয় ল'বলৈ বিচাৰিছিল।"
"In Kamran Mirza's territory, Hindal Mirza had been placed under house arrest in Kabul after refusing to have the Khutba recited in Kamran Mirza's name.","কামৰাণ মিৰ্জাৰ অঞ্চলত, তেওঁৰ নামত খুটবা পাঠ কৰিবলৈ অস্বীকাৰ কৰাৰ পিছত, হিন্দল মিৰ্জাক কাবুলত গৃহবন্দী কৰি ৰখা হৈছিল।"
"They then marched to Jalalabad and Banda asked Jalal Khan to surrender and release the Sikh prisoners, but the Faujdar refused.","তাৰ পিছত তেওঁলোকে জালালাবাদলৈ যাত্ৰা কৰে আৰু বান্দাই জালাল খানক আত্মসমৰ্পণ কৰিবলৈ আৰু শিখ বন্দীসকলক মুকলি কৰিবলৈ কয়, কিন্তু ফৌজদাৰে অস্বীকাৰ কৰে।"
"Bahadur Shah, upon hearing of the uprising led by Banda Bahadur in Punjab only a year after Guru Gobind Singh's death, left the Deccan for the north.",গুৰু গোবিন্দ সিঙৰ মৃত্যুৰ মাত্ৰ এবছৰ পিছত পঞ্জাৱত বান্দা বাহাদুৰৰ নেতৃত্বত হোৱা বিদ্ৰোহৰ কথা শুনি বাহাদুৰ শ্বাহে দাক্ষিণাত্য এৰি উত্তৰ দিশে যায়।
"Saif Khan's hands were amputated, and Arshad Khan's tongue was cut off.",ছেইফ খানৰ হাত কাটি পেলোৱা হৈছিল আৰু আৰ্শদ খানৰ জিভা কাটি পেলোৱা হৈছিল।
"Although the king of Golconda refused to surrender, Subahdar of Hyderabad Rustam Dil Khan did so.","যদিও গোলকোণ্ডাৰ ৰজাই আত্মসমৰ্পণ কৰিবলৈ অস্বীকাৰ কৰিছিল, হায়দৰাবাদৰ চুবাদাৰ ৰুস্তম দিল খানে এনে কৰিছিল।"
"In Jodhpur, Bahadur Shah got the news that the Maharana Amar Singh II had fled from Udaipur to hide in the hills.",যোধপুৰত বাহাদুৰ শ্বাহে খবৰ পাইছিল যে মহাৰাণা অমৰ সিং দ্বিতীয় উদয়পুৰৰ পৰা পাহাৰত লুকাবলৈ পলায়ন কৰিছিল।
"His men were sent to bring Singh to the city for an interview with him, where Singh received ""special robes of honour"" and a jewelled scarf.","সিঙক তেওঁৰ সৈতে সাক্ষাৎকাৰৰ বাবে চহৰলৈ অনাৰ বাবে তেওঁৰ লোকসকলক পঠিয়াইছিল, য'ত সিঙে ""সন্মানৰ বিশেষ পোছাক"" আৰু এখন অলংকৃত স্কার্ফ লাভ কৰিছিল।"
"Though the monarch of the kingdom was Jai Singh, his brother Bijai Singh resented his rule.","যদিও ৰাজ্যৰ ৰজা আছিল জয় সিং, তেওঁৰ ভাতৃ বিজই সিঙে তেওঁৰ শাসনৰ প্ৰতি অসন্তুষ্টি প্ৰকাশ কৰিছিল।"
"After ascending the throne, Shah made plans to annex Rajput kingdoms who declared independence after Aurangzeb's death.","সিংহাসনত অধিষ্ঠিত হোৱাৰ পিছত, শ্বাহে ঔৰংজেবৰ মৃত্যুৰ পিছত স্বাধীনতা ঘোষণা কৰা ৰাজপুত ৰাজ্যসমূহক অধিকাৰ কৰাৰ পৰিকল্পনা কৰিছিল।"
"During the reign of Bahadur Shah, the Rajput states of Jodhpur and Amber were annexed again after they declared independence a few years previously.","বাহাদুৰ শ্বাহৰ শাসনকালত, যোধপুৰ আৰু অম্বৰৰ ৰাজপুত ৰাজ্যসমূহ কেইবছৰমান আগতে স্বাধীনতা ঘোষণা কৰাৰ পিছত পুনৰ অধিকাৰ কৰা হৈছিল।"
"In his youth, he conspired to overthrow his father Aurangzeb, the sixth Mughal emperor, and ascend to the throne.","যৌৱনকালত, তেওঁ ষষ্ঠ মোগল সম্ৰাট পিতৃ ঔৰংজেবক উৎখাত কৰি সিংহাসনত বহাৰ ষড়যন্ত্ৰ কৰিছিল।"
"The dead man's nephew, Mirza Shafi whose valour had been proven during various occasions, was not appointed commander in chief.","মৃত ব্যক্তিজনৰ ভতিজা মিৰ্জা শফি, যাৰ বীৰত্ব বিভিন্ন সময়ত প্ৰমাণিত হৈছিল, তেওঁক মুখ্য সেনাপতি হিচাপে নিযুক্ত কৰা হোৱা নাছিল।"
It was Shah Alam II's poor judgement and vacillation that led to his own downfall.,এইটো শ্বাহ আলম দ্বিতীয়-ৰ দুৰ্বল বিচাৰশক্তি আৰু দ্বিধাগ্রস্ততা আছিল যাৰ ফলত তেওঁৰ নিজৰ পতন হৈছিল।
The traitor was imprisoned and a sum of two million dam in stolen revenue recovered from him.,দেশদ্রোহী লোকজনক বন্দী কৰা হৈছিল আৰু চুৰি কৰা ৰাজকোষৰ ২০ লাখ টকা তেওঁৰ পৰা উদ্ধাৰ কৰা হৈছিল।
This led to the former Grand Vizier's arrest for causing miscalculations and collaborating with the enemies of the emperor.,ইয়াৰ ফলত প্ৰাক্তন গ্ৰেণ্ড ভিজিয়েৰক ভুল গণনা কৰা আৰু সম্ৰাটৰ শত্ৰুসকলৰ সৈতে সহযোগিতা কৰাৰ বাবে গ্ৰেপ্তাৰ কৰা হৈছিল।
The demands were agreed upon by Shah Alam II with a written agreement.,দ্বিতীয় শ্বাহ আলমে লিখিত চুক্তিৰ জৰিয়তে এই দাবীসমূহ মানি লৈছিল।
Begum Samru requested Baghel Singh to show mercy on Shah Alam II.,বেগম চামৰুৱে বাঘেল সিঙক শ্বাহ আলম দ্বিতীয়-ৰ ওপৰত দয়া কৰিবলৈ অনুৰোধ কৰিছিল।
Mughal empire disintegrated to such an extent that Shah Alam II was only left with Delhi city to rule.,মোগল সাম্ৰাজ্য ইমানেই ভাগি পৰিল যে শ্বাহ আলম দ্বিতীয়-ক কেৱল দিল্লী চহৰ শাসন কৰিবলৈ এৰি দিয়া হৈছিল।
The Marathas took Delhi in 1771 before Shah Alam II arrived.,শ্বাহ আলম দ্বিতীয় অহাৰ আগতে মাৰাঠাসকলে ১৭৭১ চনত দিল্লী দখল কৰিছিল।
Sikhs had been in perpetual war against Mughal intolerance specially after beheading of the Sikh Guru - Guru Teg Bahadur by the Mughals.,শিখসকলে মোগলৰ দ্বাৰা শিখ গুৰু - গুৰু তেগ বাহাদুৰৰ শিৰচ্ছেদ কৰাৰ পিছত মোগল অসহিষ্ণুতাৰ বিৰুদ্ধে অবিৰাম যুদ্ধত আছিল।
"During one massive assault, Jats sieged Agra in 1761, after 20 days on 12 June 1761 the Mughal forces at Agra surrendered to Jats.","এটা বৃহৎ আক্ৰমণৰ সময়ত, জাটসকলে ১৭৬১ চনত আগ্ৰা ঘেৰাও কৰিছিল, ১২ জুন ১৭৬১-ত ২০ দিনৰ পিছত আগ্ৰাত মোগল বাহিনীয়ে জাটসকলৰ ওচৰত আত্মসমৰ্পণ কৰিছিল।"
East India company later discontinued the tribute of two.,ইষ্ট ইণ্ডিয়া কোম্পানীয়ে পিছত দুয়োজনৰে ৰাজ্যকৰ বন্ধ কৰিছিল।
"Warren Hastings, the head of the East India company got appointed as the first Governor of Bengal in 1774.",ইষ্ট ইণ্ডিয়া কোম্পানীৰ মুৰব্বী ৱাৰেন হেষ্টিংছক ১৭৭৪ চনত বংগৰ প্ৰথম ৰাজ্যপাল হিচাপে নিযুক্তি দিয়া হয়।
Tax exempt status was also restored to the company.,কৰ ৰেহাইৰ স্থিতিও কোম্পানীটোলৈ ঘূৰাই অনা হৈছিল।
"Mir Jafar, his son Miran and Ramnarian refused to submit to Shah Alam II, who initiated the Bengal War causing the eventual intervention of the British East India Company.","মীৰ জাফৰ, তেওঁৰ পুত্ৰ মিৰান আৰু ৰামনাৰিয়ানে শ্বাহ আলম দ্বিতীয়ৰ ওচৰত আত্মসমর্পণ কৰিবলৈ অস্বীকাৰ কৰে, যিয়ে ব্ৰিটিছ ইষ্ট ইণ্ডিয়া কোম্পানীৰ অৱশেষত হস্তক্ষেপৰ ফলস্বৰূপে বংগ যুদ্ধ আৰম্ভ কৰিছিল।"
The Mughals were also joined by Jean Law and 200 Frenchmen and waged a campaign against the British during the Seven Years' War.,মোগলসকলৰ লগত জিন ল আৰু ২০০জন ফৰাচী লোকেও যোগ দিছিল আৰু সাত বছৰৰ যুদ্ধত ব্ৰিটিছৰ বিৰুদ্ধে অভিযান চলাইছিল।
"After Durrani decisively defeated the Marathas, he nominated Ali Gauhar as the emperor under the name Shah Alam II.","দুৰানীয়ে নিৰ্ণায়কভাৱে মাৰাঠাসকলক পৰাস্ত কৰাৰ পিছত, তেওঁ শ্বাহ আলম দ্বিতীয় নামেৰে আলী গৌহৰক সম্ৰাট হিচাপে মনোনীত কৰে।"
He used the army to depose the recreant Shah Jahan III.,তেওঁ কাপুৰুষ শ্বাহজাহান তৃতীয়ক ক্ষমতাচ্যুত কৰিবলৈ সেনা ব্যৱহাৰ কৰিছিল।
"Very soon however, Najib-ud-Daula forced the usurper Imad-ul-Mulk to flee from the capital by gathering a large Mughal Army outside Delhi.",অৱশ্যে অতি সোনকালেই নাজিব-উদ-দৌলাই দিল্লীৰ বাহিৰত এক বৃহৎ মোগল সেনা একত্ৰিত কৰি দখলকাৰী ইমাদ-উল-মুল্কক ৰাজধানীৰ পৰা পলায়ন কৰিবলৈ বাধ্য কৰে।
"He appeared in the Eastern Subah in 1759, hoping to strengthen his position by attempting to regaining control over Bengal, Bihar and Odisha.","তেওঁ ১৭৫৯ চনত বংগ, বিহাৰ আৰু উৰিষ্যাৰ ওপৰত পুনৰ নিয়ন্ত্ৰণ লাভ কৰাৰ চেষ্টা কৰি নিজৰ স্থিতি শক্তিশালী কৰাৰ আশাৰে পূব সুবাহত উপস্থিত হৈছিল।"
Governments and international organisations handling food crises were influenced by Sen's work.,খাদ্য সংকটৰ সৈতে মোকাবিলা কৰা চৰকাৰ আৰু আন্তঃৰাষ্ট্ৰীয় সংগঠনসমূহ সেনৰ কামৰ দ্বাৰা প্ৰভাৱিত হৈছিল।
"In order for citizens to have a capacity to vote, they first must have ""functionings"".","নাগৰিকসকলৰ ভোটাধিকাৰ দিয়াৰ ক্ষমতা থাকিবৰ বাবে প্রথমতে তেওঁলোকৰ ওচৰত ""কাৰ্য্যপ্ৰণালী"" থাকিব লাগিব।"
"His father Ashutosh Sen was Professor of Chemistry at Dhaka University, Development Commissioner in Delhi and then Chairman of the West Bengal Public Service Commission.","তেখেতৰ পিতৃ আশুতোষ সেন ঢাকা বিশ্ববিদ্যালয়ত ৰসায়নবিদ্যাৰ অধ্যাপক, দিল্লীৰ উন্নয়ন আয়ুক্ত আৰু পিছত পশ্চিমবংগ লোকসেৱা আয়োগৰ অধ্যক্ষ আছিল।"
The couple had a civil wedding in 1960 and Kumar reportedly converted to Islam and changed his name to Karim Abdul.,১৯৬০ চনত এই দম্পত্তিহালে এক সামাজিক বিবাহত আৱদ্ধ হৈছিল আৰু কোৱা হয় যে কুমাৰে ইছলাম ধৰ্ম গ্ৰহণ কৰি নিজৰ নাম কৰিম আব্দুললৈ সলনি কৰিছিল।
"Today Kumar's popularity spans across many countries of South Asia, especially Pakistan.","আজি কুমাৰৰ জনপ্রিয়তা দক্ষিণ এছিয়াৰ বহু দেশত  বিস্তৃত, বিশেষকৈ পাকিস্তানত।"
The song was recorded just three days before his death in October 1987.,১৯৮৭ চনৰ অক্টোবৰ মাহত তেওঁৰ মৃত্যুৰ মাত্র তিনিদিন পূৰ্বে এই গীতটি বাণীৱদ্ধ কৰা হৈছিল।
"Salil Chowdhury recorded songs such as ""Koi Hota Jisko Apna"" from Mere Apne and ""Guzar Jaaye Din Din"" from Annadata.","সলিল চৌধুৰীয়ে মেৰে অপ্‌নে-ৰ ""কোই হোতা জিসকো অপ্‌না"" আৰু অন্নদাতা-ৰ ""গুজৰ জায়ে দিন দিন"" আদিৰ দৰে গীত ৰেকৰ্ড কৰিছিল।"
"When the film was released, Kumar's three songs established him as a leading playback singer of Hindi cinema.","যেতিয়া ছবিখনে মুক্তি পাইছিল, তেতিয়া কুমাৰৰ তিনিটা গীতে তেওঁক হিন্দী ছবিৰ এগৰাকী মূখ্য নেপথ্য গায়ক হিচাপে প্রতিষ্ঠিত কৰিছিল।"
"Kumar employed yodeling in many of his songs including; Yeh dil na hota bechara, Zindagi ek safar hai suhana, and Chala jata hoon.","কুমাৰে 'য়ে দিল না হোতা বেচৰা', 'জিন্দেগী এক চফৰ হ্যে সুহানা', আৰু 'চলা যাতা হুঁ' আদিকে ধৰি নিজৰ কেইবাটাও গানত ইয়োডেলিং অন্তর্ভুক্ত কৰিছিল।"
"He announced financial aid for victims, and urged an end to the violence.",তেওঁ ক্ষতিগ্রস্তসকলৰ বাবে বিত্তীয় সাহায্যৰ কথা ঘোষণা কৰিছিল আৰু হিংসাত্মক ঘটনা বন্ধ কৰিবলৈ আহ্বান জনাইছিল।
"In February 2002, a train filled with Hindu pilgrims returning to Gujarat from Ayodhya stopped in the town of Godhra.",২০০২ চনৰ ফেব্ৰুৱাৰীত অযোধ্যাৰ পৰা গুজৰাটলৈ ঘূৰি আহি থকা হিন্দু তীর্থযাত্রীৰে ভৰা এখন ৰেলগাড়ী গোধৰা চহৰত আহি ৰৈছিল।
Another political disaster hit his government between December 2001 and March 2002: the VHP held the Government hostage in a major standoff in Ayodhya over the Ram temple.,২০০১ চনৰ ডিচেম্বৰৰ পৰা ২০০২ চনৰ মাজত আন এটা ৰাজনৈতিক দুৰ্যোগে চৰকাৰখনক আঘাট কৰে: ভিএইচপি-য়ে অযোধ্যাত ৰাম মন্দিৰ সন্দৰ্ভত এক বৃহৎ অচলাবস্থাৰে চৰকাৰক পণবন্দী বনায়।
The act was aimed at curbing terrorist threats by strengthening powers of government authorities to investigate and act against suspects.,"এই আইনখনৰ উদ্দেশ্য আছিল, সন্দিগ্ধ ব্যক্তিৰ বিৰুদ্ধে তদন্ত কৰি তেওঁলোকৰ বিৰুদ্ধে ব্যৱস্থা গ্ৰহণ কৰিবৰলৈ চৰকাৰী কর্তৃপক্ষৰ ক্ষমতা বৃদ্ধি কৰি সন্ত্রাসবাদৰ ভাবুকিসমূহ নিয়ন্ত্ৰণ কৰা।"
The Vajpayee administration brought in the Prevention of Terrorism Act in 2002.,বাজপেয়ী প্রশাসনে ২০০২ চনত সন্ত্ৰাসবাদ প্ৰতিৰোধ আইন আনিছিল।
"Vajpayee initiated talks with Pakistan, and invited Pakistani president Pervez Musharraf to Agra for a joint summit.",বাজপেয়ীয়ে পাকিস্তানৰ সৈতে আলোচনা আৰম্ভ কৰিছিল আৰু পাকিস্তানৰ ৰাষ্ট্ৰপতি পাৰভেজ মুছাৰফক এক যৌথ সন্মিলনত অংশগ্ৰহণৰ বাবে আগ্ৰালৈ আমন্ত্ৰণ জনাইছিল।
Almost 70% of the territory was recaptured by India.,ভাৰতৰ দ্বাৰা প্ৰায় ৭০ শতাংশ অঞ্চল পুনৰ দখল কৰা হৈছিল।
The 1998 general elections again put the BJP ahead of others.,১৯৯৮ চনৰ সাধাৰণ নিৰ্বাচনে পুনৰ বিজেপিক আনতকৈ আগুৱাই লৈ যায়।
The 1984 general elections were held in the wake of Prime Minister Indira Gandhi's assassination by her Sikh bodyguards.,প্ৰধানমন্ত্ৰী ইন্দিৰা গান্ধীক তেখেতৰ শিখ দেহৰক্ষীৰ দ্বাৰা হত্যা কৰাৰ পাছত ১৯৮৪ চনৰ সাধাৰণ নিৰ্বাচন অনুষ্ঠিত হৈছিল।
"In 1979, Desai and Vajpayee resigned, triggering the collapse of the Janata Party.","১৯৭৯ চনত দেশাই আৰু বাজপেয়ীয়ে পদত্যাগ কৰিছিল, যাৰ ফলত জনতা পাৰ্টীৰ পতন হয়।"
"A coalition of parties, including the BJS, came together to form the Janata Party, which won the 1977 general elections.","বিজেএছ-কে ধৰি দলসমূহৰ মিত্ৰজোঁটে জনতা পাৰ্টি গঠন কৰিবলৈ একত্রিত হৈছিল, যি ১৯৭৭ চনৰ সাধাৰণ নিৰ্বাচনত জয়ী হৈছিল।"
Vajpayee's oratorical skills won him the reputation of being the most eloquent defender of the Jana Sangh's policies.,বাজপেয়ীৰ বক্তৃতা দিয়াৰ দক্ষতাৰ বাবে তেওঁ জন সংঘৰ নীতিসমূহৰ সকলোতকৈ বাকপটু সমর্থক হিচাপে সুনাম অৰ্জন কৰিছিল।
"In the 1957 Indian general election, Vajpayee contested elections to the Lok Sabha, the lower house of the Indian Parliament.",১৯৫৭ চনৰ ভাৰতীয় সাধাৰণ নিৰ্বাচনত বাজপেয়ীয়ে ভাৰতীয় সংসদৰ নিম্ন সদন লোকসভাৰ নিৰ্বাচনত প্ৰতিদ্বন্দ্বিতা কৰিছিল।
He soon became a follower and aide of party leader Syama Prasad Mukherjee.,অতি সোনকালে তেওঁ দলৰ নেতা শ্যামা প্ৰসাদ মুখার্জীৰ এজন অনুগামী আৰু সহায়ক হৈ পৰিছিল।
"After the 1999 Kargil War with Pakistan, he sought to restore relations through engagement with President Pervez Musharraf, inviting him to India for a summit at Agra.",১৯৯৯ চনত পাকিস্তানৰ সৈতে হোৱা কাৰ্গিল যুদ্ধৰ পাছত তেওঁ ৰাষ্ট্ৰপতি পাৰভেজ মুশ্বাৰফৰ সৈতে যোগাযোগৰ জৰিয়তে সম্পৰ্ক পুনৰস্থাপন কৰিবলৈ চেষ্টা কৰিছিল আৰু আগ্ৰাৰ এখন শীৰ্ষ সন্মিলনৰ বাবে তেওঁক ভাৰতলৈ আমন্ত্ৰণ জনাইছিল।
"Following several discussions and consultations, and subsequent attacks by the Indian forces, Khan decided to stop the war in order to save the lives of Pakistani soldiers.","কেইবাটাও আলোচনা তথা পৰামৰ্শ, আৰু ভাৰতীয় বাহিনীৰ দ্বাৰা চলি থকা নিয়মিত আক্ৰমণৰ পাছত, খানে পাকিস্তানী সৈনিকসকলৰ জীৱন ৰক্ষাৰ বাবে যুদ্ধ বন্ধ কৰাৰ সিদ্ধান্ত লয়।"
"India captured most of the advantageous positions and isolated the Pakistani forces, which started to surrender or withdraw.","ভাৰতে বেছিভাগ সুবিধাজনক স্থান দখল কৰি লৈছিল আৰু পাকিস্তানী বাহিনীক অকলশৰীয়া কৰি পেলাইছিল, যিসকলে আত্মসমৰ্পণ বা পিছ হুঁহুকিবলৈ আৰম্ভ কৰিছিল।"
"The following day, the navy and the air force also initiated full-scale operations on both eastern and western fronts.",ইয়াৰ পাছৰ দিনা নৌবাহিনী আৰু বায়ুসেনাই পূব আৰু পশ্চিম উভয় প্ৰান্ততে এক পূর্ণাঙ্গ অভিযান আৰম্ভ কৰিছিল।
"He said he could guarantee victory if she would allow him to handle the conflict on his own terms, and set a date for it; Gandhi agreed.",তেওঁ কৈছিল যে তেওঁ বিজয়ৰ নিশ্চয়তা দিব পাৰিব যদি মহিলাগৰাকীয়ে তেওঁক নিজৰ চৰ্তত সংঘাত চম্ভালিবলৈ অনুমতি দিয়ে আৰু তেওঁ ইয়াৰ বাবে এটা দিন নিৰ্ধাৰণ কৰিছিল; গান্ধী মান্তি হৈছিল।
The COAS assured him that he would get the orders to advance rescinded.,চিঅ'এএছ-য়ে তেওঁক আশ্বাস দিছিল যে তেওঁ বাতিল কৰাৰ আদেশ আগবঢ়াবলৈ  অনুমতি লৈ আহিব।
"In November 1962, Nehru asked Manekshaw to take over the command of the IV Corps.",১৯৬২ চনৰ নৱেম্বৰত নেহেৰুৱে মানেকশ্ব’ক ৪র্থ কর্পছ-ৰ দায়িত্বভাৰ গ্ৰহণ কৰিবলৈ কৈছিল।
"This was met with disapproval by senior army officials, including Manekshaw, who made derogatory comments about the interference of the political leadership in the administration of the army.","এই কথাটোৱে সেনাৰ উচ্চপদস্থ বিষয়াসকলৰ দ্বাৰা প্ৰত্যাখ্যানৰ সন্মুখীন হৈছিল যাৰ মাজত মানেক্‌শ্বও আছিল, যিজনে সেনা প্রশাসনত ৰাজনৈতিক নেতৃত্বৰ হস্তক্ষেপৰ বিষয়ে অপমানজনক মন্তব্য কৰিছিল।"
"While Menon was with the Maharaja, Manekshaw carried out an aerial survey of the situation in Kashmir.","মেনন যেতিয়া মহাৰজাৰ লগত আছিল, মানেক্‌শ্বই কাশ্মীৰৰ পৰিস্থিতিৰ আকাশপথেৰে জৰীপ চলাইছিল।"
"The surgeon initially declined to treat Manekshaw, saying that he was badly wounded and his chances of survival were very low, but Singh forced him to treat Manekshaw.","শল্যচিকিৎসকগৰাকীয়ে প্ৰথমতে মানেক্‌শ্বৰ চিকিৎসা কৰিবলৈ অস্বীকাৰ কৰি কৈছিল যে তেওঁ অতি গুৰুতৰভাৱে আহত হৈছিল আৰু তেওঁৰ জীয়াই থকাৰ সম্ভাৱনা অতি কম, কিন্তু সিঙে তেওঁক মানেক্‌শ্বৰ চিকিৎসা কৰিবলৈ বাধ্য কৰাইছিল।"
"Manekshaw was evacuated from the battlefield by Sher Singh, his orderly, who took him to an Australian surgeon.","মানেক্‌শ্বক তেওঁৰ অর্ডাৰলি শ্বেৰ সিঙে যুদ্ধক্ষেত্ৰৰ পৰা উদ্ধাৰ কৰে, যিজনে তেওঁক এজন অষ্ট্ৰেলিয়ান শল্যচিকিৎসকৰ ওচৰলৈ লৈ গৈছিল।"
"The counterattack was successful despite 30% casualties, and this was largely due to the excellent leadership and bearing of Captain Manekshaw.","৩০% হতাহত হোৱা স্বত্তেও এই প্রতিআক্রমণ সফল হৈছিল, আৰু এইটো মূলতঃ কেপ্টেইন মানেক্‌শ্বৰ উৎকৃষ্ট নেতৃত্ব আৰু সহ্যৰ কাৰণেই হৈছিল।"
"After capturing the hill, Manekshaw was hit by a burst of light machine gun fire and was severely wounded in the stomach.",পাহাৰখন দখল কৰাৰ পিছত মানেক্‌শ্বৰ গাত লাইট মেচিন গানৰ পৰা গুলিওৱা এজাঁই গুলী লাগিছিল আৰু পেটত গুৰুতৰভাৱে আঘাত পাইছিল।
Hormusji soon established a thriving clinic and pharmacy in the centre of Amritsar.,হোৰমুছজীয়ে অতি সোনকালে অমৃতসৰৰ কেন্দ্ৰস্থলত এক সফল ক্লিনিক তথা ফাৰ্মাচী স্থাপন কৰিছিল।
"Having already commanded troops at division, corps and regional levels, Manekshaw became the seventh chief of the army staff in 1969.","ডিভিজন, কৰ্পছ আৰু আঞ্চলিক পৰ্যায়ত ইতিমধ্যে সৈন্যবাহিনীক নেতৃত্ব দিয়াৰ পিছত মানেক্‌শ্ব' ১৯৬৯ চনত সেনাবাহিনীৰ সপ্তম সেনাপ্রধান হৈছিল।"
